CT;Aci Catena;http://www.comune.acicatena.ct.it;200;http://www.comune.acicatena.ct.it/;http://www.comune.acicatena.ct.it/il-comune/albo-pretorio
AQ;Acciano;http://www.comune.acciano.aq.it;200;http://www.comune.acciano.aq.it/;https://www.halleyweb.com/c066001/mc/mc_p_ricerca.php?menu=350&sa=0&tipohtml=1&rrfupro=../mc/mc_p_ricerca.php&nodo=28&&x=01&fun=350
FG;Accadia;http://www.comune.accadia.fg.it/;200;http://www.comune.accadia.fg.it/;http://comunediaccadia.dyndns.org:58080/JSFService/faces/alboPretorio.xhtml
CR;Acquanegra Cremonese;http://www.comune.acquanegra.cr.it/;200;http://www.comune.acquanegra.cr.it/;http://www.comune.acquanegra.cr.it/index.php?option=com_wrapper&view=wrapper&Itemid=6
PD;Abano Terme;http://www.comune.abanoterme.pd.it/;200;http://www.comune.abanoterme.pd.it/;http://www.abanoterme.net/left/ilcomune/albo-pretorio-on-line.html
CS;Acquaformosa;http://www.comune.acquaformosa.cs.it/;200;http://www.comune.acquaformosa.cs.it/;http://www.comune.acquaformosa.cs.it/index.php?action=index&p=233
LO;Abbadia Cerreto;http://www.comune.abbadiacerreto.lo.it/;200;http://www.comune.abbadiacerreto.lo.it/;http://www.comune.abbadiacerreto.lo.it/amministrazione/albo-pretorio/
MN;Acquanegra sul Chiese;http://www.comune.acquanegra.mn.it/;200;http://www.comune.acquanegra.mn.it/hh/index.php;http://www.comune.acquanegra.mn.it/mc/mc_p_ricerca.php
SA;Acerno;http://www.comune.acerno.sa.it/;200;http://www.comune.acerno.sa.it/;http://www.comune.acerno.sa.it/albo-pretorio
PT;Abetone;http://www.comune.abetone.pt.it;200;http://www.comune.abetone.pt.it/;http://albo.studiok.it/abetone/albo/albo_lista.php?
CS;Acquappesa;http://www.comune.acquappesa.cs.it;200;http://www.comune.acquappesa.cs.it/;http://www.comune.acquappesa.cs.it/index.php?action=index&p=284
CN;Acceglio;http://www.comune.acceglio.cn.it;200;http://www.comune.acceglio.cn.it/pagina.asp?id=1;http://www.comune.acceglio.cn.it/pagina.asp?id=86
CT;Aci Sant'Antonio;http://www.comuneacisantantonio.gov.it;200;http://www.comuneacisantantonio.gov.it/;http://www.comuneacisantantonio.gov.it/ComAlboPretorio.asp
LE;Acquarica del Capo;http://www.comune.acquaricadelcapo.le.it;200;http://www.comune.acquaricadelcapo.le.it/;http://www.comune.acquaricadelcapo.le.it/ente/albo-pretorio
ME;Acquedolci;http://www.comunediacquedolci.it/;999;ANOMALIA
NA;Acerra;http://www.comune.acerra.na.it;200;http://www.comune.acerra.na.it/;http://www.comune.acerra.na.it/data/files/Albo_consulenti_legali_al_2013.pdf
CT;Aci Castello;http://www.comune.acicastello.ct.it;200;http://www.comune.acicastello.ct.it/;http://www.comune.acicastello.ct.it/Controlli_sulle_imprese.aspx
CT;Acireale;http://www.comune.acireale.ct.it;200;http://www.comune.acireale.ct.it/;http://albopretorio.acireale.com
VV;Acquaro;http://www.comune.acquaro.vv.it;200;http://www.comune.acquaro.vv.it/;http://www.comune.acquaro.vv.it/index.php?action=index&p=14
BA;Acquaviva delle Fonti;http://www.comune.acquaviva.ba.it;200;http://www.comune.acquaviva.ba.it/;http://www.alboacquaviva.ba.it/
AP;Acquasanta Terme;http://www.comune.acquasantaterme.ap.it/;200;http://www.comune.acquasantaterme.ap.it/hh/index.php;http://www.comune.acquasantaterme.ap.it/c044001/mc/mc_p_ricerca.php
IS;Acquaviva d'Isernia;http://www.comune.acquavivadisernia.is.it/;200;http://www.comune.acquavivadisernia.is.it/;http://www.comune.acquavivadisernia.is.it/index.php?option=com_content&view=category&id=39&Itemid=18
SI;Abbadia San Salvatore;http://www.comune.abbadia.siena.it;200;http://www.comune.abbadia.siena.it/on-line/Home.html;http://albopretorio.comune.abbadia.siena.it/
CB;Acquaviva Collecroce;http://www.comune.acquavivacollecroce.cb.it/;200;http://www.comune.acquavivacollecroce.cb.it/;http://albo.studiok.it/acquavivacollecroce/albo/albo_lista.php?
AP;Acquaviva Picena;http://www.comuneacquavivapicena.it;200;http://www.comuneacquavivapicena.it/;http://www.comuneacquavivapicena.it/albo-delle-associazioni/
CL;Acquaviva Platani;http://www.comune.acquavivaplatani.cl.it;200;http://www.comune.acquavivaplatani.cl.it/;http://www.comune.acquavivaplatani.cl.it?modulo=menu&idnb=33
PZ;Acerenza;http://www.comune.acerenza.pz.it;200;http://www.comune.acerenza.pz.it/hh/index.php;http://www.comune.acerenza.pz.it/acerenza/mc/mc_p_ricerca.php
PU;Acqualagna;http://www.comune.acqualagna.ps.it;200;http://www.comune.acqualagna.ps.it/;http://www.comune.acqualagna.ps.it/albo-pretorio/
FR;Acquafondata;http://www.comune.acquafondata.fr.it/;200;http://www.comune.acquafondata.fr.it/;http://www.gazzettaamministrativa.it/opencms/opencms/_gazzetta_amministrativa/albo_pretorio/_lazio/_comuni/_acquafondata/
TR;Acquasparta;http://www.comune.acquasparta.tr.it/;200;http://www.comune.acquasparta.tr.it/mediacenter/FE/home.aspx;http://halleyweb.com/c055001/index.php?servizio=304
NA;Afragola;http://www.comune.afragola.na.it;200;http://www.comune.afragola.na.it/;http://www.comune.afragola.na.it/index.php?option=com_content&view=article&layout=edit&id=337
FR;Acuto;http://www.comune.acuto.fr.it;200;http://www.comune.acuto.fr.it/;http://www.comune.acuto.fr.it/albo_pretorio/action.php?ACTION=uno
BS;Agnosine;http://www.comune.agnosine.bs.it;200;http://www.comune.agnosine.bs.it/;http://www.comune.agnosine.bs.it/albopretorio
